ID (REMOVE),SYMBOL,REW (Convert to Numbers),HGNC approved name,Pfam domains,HGNC gene family tag,HGNC gene family description,Function,Modification,Protein complex,Target molecule,Target entity,Product
56950,ZMYND14,Writer,SET and MYND domain containing 2,"SET PF00856 18-241, zf-MYND PF01753 52-90","ZMYND, KMT","Zinc fingers, MYND-type, Chromatin-modifying enzymes / K-methyltransferases",Histone modification write,Histone methylation,#,histone,"H3K4, H3K36","H3K4me, H3K36me2"
150572,SMYD1,Writer,SET and MYND domain containing 1,"SET PF00856 18-253, zf-MYND PF01753 52-90","ZMYND, KMT","Zinc fingers, MYND-type, “;Chromatin-modifying enzymes / K-methyltransferases“;",Histone modification write,Histone methylation,#,histone,H3K4,H3K4me
387893,SETD8,Writer,SET domain containing (lysine methyltransferase) 8,SET PF00856 268-378,KMT,Chromatin-modifying enzymes / K-methyltransferases,Histone modification write,Histone methylation,#,histone,H4K20,H4K20me1
639,PRDM1,Writer,"PR domain containing 1, with ZNF domain","SET PF00856 99-201, zf-H2C2_2 PF13465 589-614 617-642 645-670",ZNF,"Zinc fingers, C2H2-type",Histone modification write cofactor,Histone methylation,#,histone,H3K9,H3K9me
639,BLIMP1,Writer,"PR domain containing 1, with ZNF domain","SET PF00856 99-201, zf-H2C2_2 PF13465 589-614 617-642 645-670",ZNF,"Zinc fingers, C2H2-type",Histone modification write cofactor,Histone methylation,#,histone,H3K9,H3K9me
639,PRDI-BF1,Writer,"PR domain containing 1, with ZNF domain","SET PF00856 99-201, zf-H2C2_2 PF13465 589-614 617-642 645-670",ZNF,"Zinc fingers, C2H2-type",Histone modification write cofactor,Histone methylation,#,histone,H3K9,H3K9me
51548,SIRT6,Eraser,sirtuin 6,SIR2 PF02146 52-89 80-221,#,#,Histone modification erase,Histone acetylation,#,histone,"H3K9ac, H3K56ac","H3K9, H3K56"
22933,SIRT2,Eraser,sirtuin 2,SIR2 PF02146 84-268,#,#,"Histone modification erase, Histone modification write cofactor","Histone acetylation, Histone methylation",#,histone,"H3K18ac, H3K56ac, H4K16ac, H4K20me1","H3K18, H3K56, H4K16, H4K20me2, H4K20me3"
9329,GTF3C4,Writer,"general transcription factor IIIC, polypeptide 4, 90kDa","TFIIIC_delta PF12657 61-254, zf-TFIIIC PF12660 733-822","KAT, GTF","Chromatin-modifying enzymes / K-acetyltransferases, General transcription factors",Histone modification write,Histone acetylation,#,histone,H3,#
9329,KAT12,Writer,"general transcription factor IIIC, polypeptide 4, 90kDa","TFIIIC_delta PF12657 61-254, zf-TFIIIC PF12660 733-822","KAT, GTF","Chromatin-modifying enzymes / K-acetyltransferases, General transcription factors",Histone modification write,Histone acetylation,#,histone,H3,#
9329,TFIIIC90,Writer,"general transcription factor IIIC, polypeptide 4, 90kDa","TFIIIC_delta PF12657 61-254, zf-TFIIIC PF12660 733-822","KAT, GTF","Chromatin-modifying enzymes / K-acetyltransferases, General transcription factors",Histone modification write,Histone acetylation,#,histone,H3,#
81550,TDRD3,Reader,tudor domain containing 3,"TUDOR PF00567 542-615, UBA PF00627 194-230",TDRD,Tudor domain containing,Histone modification read,#,#,histone,"H3R17me2a, H4R3me2a",#
11107,PRDM5,Writer,PR domain containing 5,"zf-C2H2 PF00096 199-221 262-287 603-625, zf-C2H2_4 PF13894 167-190, zf-C2H2_jaz PF12171 375-399, zf-H2C2_2 PF13465 334-359 418-443 446-472 475-500 503-528 531-556 559-583, zf-met PF12874 234-254 295-317",ZNF,"Zinc fingers, C2H2-type",Histone modification write,Histone methylation,#,histone,H3K9,H3K9me
11107,PFM2,Writer,PR domain containing 5,"zf-C2H2 PF00096 199-221 262-287 603-625, zf-C2H2_4 PF13894 167-190, zf-C2H2_jaz PF12171 375-399, zf-H2C2_2 PF13465 334-359 418-443 446-472 475-500 503-528 531-556 559-583, zf-met PF12874 234-254 295-317",ZNF,"Zinc fingers, C2H2-type",Histone modification write,Histone methylation,#,histone,H3K9,H3K9me
56978,PRDM8,Writer,PR domain containing 8,zf-C2H2 PF00096 627-648 666-688,#,#,Histone modification write,Histone methylation,#,histone,#,#
56978,KMT8D,Writer,PR domain containing 8,zf-C2H2 PF00096 627-648 666-688,#,#,Histone modification write,Histone methylation,#,histone,#,#
11177,BAZ1A,Reader,"bromodomain adjacent to zinc finger domain, 1A","Bromodomain PF00439 1438-1521, DDT PF02791 422-487, PHD PF00628 1150-1198, Pfam-B_18021 PB018021 670-767, Pfam-B_18567 PB018567 769-877, Pfam-B_19398 PB019398 1210-1430, WAC_Acf1_DNA_bd PF10537 22-122, WHIM1 PF15612 592-640",PHF,"Zinc fingers, PHD-type",Histone chaperone,#,"ACF, CHRAC",histone,#,#
112869,CCDC101,Reader,coiled-coil domain containing 101,DUF1325 PF07039 157-289,#,#,Histone modification read,#,ATAC,histone,"H3K4me, H3K4me3",#
11091,WDR5,Reader,WD repeat domain 5,WD40 PF00400 36-73 77-115 119-157 161-199 203-242 246-287 291-331,WDR,WD repeat domain containing,Histone modification read,#,"ATAC, NSL, RING2-L3MBTL2, COMPASS, Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4",histone,"H3K4, H3K4me1, H3K4me2, H3K4me3",#
51547,SIRT7,Eraser,sirtuin 7,SIR2 PF02146 133-275,#,#,Histone modification erase,Histone acetylation,B-WICH,histone,H3K18ac,H3K18
9031,BAZ1B,Reader,"bromodomain adjacent to zinc finger domain, 1B","Bromodomain PF00439 1348-1431, PHD PF00628 1186-1234, WAC_Acf1_DNA_bd PF10537 20-120, WHIM1 PF15612 724-773, WHIM2 PF15613 899-936, WHIM3 PF15614 991-1031",PHF,"Zinc fingers, PHD-type",Histone modification write,Histone phosphorylation,"B-WICH, WINAC",histone,"H2AXT142, H3",H2AXY142ph
6605,SMARCE1,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1","HMG_box PF00505 66-134, Pfam-B_14199 PB014199 371-409",#,#,Chromatin remodeling cofactor,#,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF",chromatin,#,#
6601,SMARCC2,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2","Myb_DNA-binding PF00249 598-643, Pfam-B_1849 PB001849 1-168, SWIRM PF04433 424-512",#,#,Chromatin remodeling cofactor,#,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1",chromatin,#,#
6599,SMARCC1,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1","Myb_DNA-binding PF00249 620-665, SWIRM PF04433 449-537",#,#,Chromatin remodeling cofactor,#,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1",chromatin,#,#
6598,SMARCB1,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","Pfam-B_9879 PB009879 2-146, SNF5 PF04855 178-373",#,#,Histone modification read,#,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1",histone,H3K56,#
6597,SMARCA4,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","BRK PF07533 610-655, Bromodomain PF00439 1462-1551, HSA PF07529 460-532, Helicase_C PF00271 1114-1194, QLQ PF08880 170-206, SNF2_N PF00176 757-1052, SnAC PF14619 1321-1389",#,#,"Histone modification read, TF",TF activator,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1, CREST-BRG1",histone,"H3, H4",#
6604,SMARCD3,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3","Pfam-B_18257 PB018257 7-73, Pfam-B_3130 PB003130 346-441, SWIB PF02201 259-334",#,#,Chromatin remodeling cofactor,#,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF BRM-BRG1",chromatin,#,#
6602,SMARCD1,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","Pfam-B_13759 PB013759 1-79, Pfam-B_3130 PB003130 378-473, SWIB PF02201 291-366",#,#,Chromatin remodeling,#,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, SWI/SNF BRM-BRG1",chromatin,#,#
6595,SMARCA2,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","BRK PF07533 588-633, Bromodomain PF00439 1411-1493, HSA PF07529 436-508, Helicase_C PF00271 1084-1164, Pfam-B_17897 PB017897 1369-1398, Pfam-B_2366 PB002366 333-414, QLQ PF08880 172-208, SNF2_N PF00176 727-1022, SnAC PF14619 1257-1326",#,#,"Histone modification read, TF",TF activator,"BAF, nBAF, npBAF, WINAC, bBAF, SWI/SNF BRM-BRG1","histone, DNA","H3, DNA motif",#
8110,DPF3,Reader,"D4, zinc and double PHD fingers, family 3","PHD PF00628 261-319 318-366, Requiem_N PF14051 12-85",PHF,"Zinc fingers, PHD-type",Chromatin remodeling,#,"BAF, nBAF, SWI/SNF BRM-BRG1",histone,"H3, H4",#
6603,SMARCD2,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","Pfam-B_13705 PB013705 420-516, Pfam-B_7929 PB007929 141-287, SWIB PF02201 307-382",#,#,Chromatin remodeling cofactor,#,"BAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1",chromatin,#,#
84678,KDM2B,Eraser,lysine (K)-specific demethylase 2B,"Cupin_8 PF13621 23-335, F-box PF00646 1050-1107, Pfam-B_23456 PB023456 441-519, Pfam-B_33113 PB033113 1235-1289, zf-CXXC PF02008 605-651","FBXL, KDM","F-boxes / Leucine-rich repeats, Chromatin-modifying enzymes / K-demethylases",Histone modification erase,Histone methylation,BCOR,histone,"H3K4me3, H3K36me2","H3K4, H3K36"
84678,PCCX2,Eraser,lysine (K)-specific demethylase 2B,"Cupin_8 PF13621 23-335, F-box PF00646 1050-1107, Pfam-B_23456 PB023456 441-519, Pfam-B_33113 PB033113 1235-1289, zf-CXXC PF02008 605-651","FBXL, KDM","F-boxes / Leucine-rich repeats, Chromatin-modifying enzymes / K-demethylases",Histone modification erase,Histone methylation,BCOR,histone,"H3K4me3, H3K36me2","H3K4, H3K36"
84678,FBL10,Eraser,lysine (K)-specific demethylase 2B,"Cupin_8 PF13621 23-335, F-box PF00646 1050-1107, Pfam-B_23456 PB023456 441-519, Pfam-B_33113 PB033113 1235-1289, zf-CXXC PF02008 605-652","FBXL, KDM","F-boxes / Leucine-rich repeats, Chromatin-modifying enzymes / K-demethylases",Histone modification erase,Histone methylation,BCOR,histone,"H3K4me3, H3K36me3","H3K4, H3K37"
84678,FBXL10,Eraser,lysine (K)-specific demethylase 2B,"Cupin_8 PF13621 23-335, F-box PF00646 1050-1107, Pfam-B_23456 PB023456 441-519, Pfam-B_33113 PB033113 1235-1289, zf-CXXC PF02008 605-653","FBXL, KDM","F-boxes / Leucine-rich repeats, Chromatin-modifying enzymes / K-demethylases",Histone modification erase,Histone methylation,BCOR,histone,"H3K4me3, H3K36me4","H3K4, H3K38"
84678,JHDM1B,Eraser,lysine (K)-specific demethylase 2B,"Cupin_8 PF13621 23-335, F-box PF00646 1050-1107, Pfam-B_23456 PB023456 441-519, Pfam-B_33113 PB033113 1235-1289, zf-CXXC PF02008 605-654","FBXL, KDM","F-boxes / Leucine-rich repeats, Chromatin-modifying enzymes / K-demethylases",Histone modification erase,Histone methylation,BCOR,histone,"H3K4me3, H3K36me5","H3K4, H3K39"
51317,PHF21A,Reader,PHD finger protein 21A,"AT_hook PF02178 425-436, PHD PF00628 490-535, Pfam-B_15568 PB015568 536-649, Pfam-B_7050 PB007050 1-349",PHF,"Zinc fingers, PHD-type",Histone modification erase cofactor,Histone methylation,"BHC, LSD-CoREST",histone,#,#
27443,CECR2,Reader,"cat eye syndrome chromosome region, candidate 2","Bromodomain PF00439 443-526, Pfam-B_13010 PB013010 1-329, Pfam-B_18245 PB018245 800-968, Pfam-B_20164 PB020164 331-419",#,#,Histone modification read,#,"CERF, CERF",histone,"H2A, H3",#
6872,TAF1,Reader,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa","Bromodomain PF00439 1389-1472 1509-1595, DUF3591 PF12157 565-1028, Pfam-B_10720 PB010720 311-366, TBP-binding PF09247 22-87, zf-CCHC_6 PF15288 1261-1300",KAT,Chromatin-modifying enzymes / K-acetyltransferases,Histone modification write,Histone acetylation,"CHD8, MLL2/3, MLL4/WBP7",histone,"H3, H4","H3ac, H4ac"
7403,KDM6A,Eraser,lysine (K)-specific demethylase 6A,"JmjC PF02373 1133-1241, Pfam-B_604 PB000604 631-769, Pfam-B_972 PB000972 771-1109, TPR_1 PF00515 130-163 318-351 352-380, TPR_17 PF13431 272-304, TPR_8 PF13181 205-238","KDM, TTC","Chromatin-modifying enzymes / K-demethylases, Tetratricopeptide (TTC) repeat domain containing",Histone modification erase,Histone methylation,"CHD8, MLL2/3, MLL4/WBP7, COMPASS-like MLL3,4",histone,H3K27me2. H3K27me3,H3K27
9739,SETD1A,Writer,SET domain containing 1A,"N-SET PF11764 1418-1558, Pfam-B_24657 PB024657 752-1010, Pfam-B_24930 PB024930 331-410, Pfam-B_41492 PB041492 622-680, RRM_1 PF00076 99-166, SET PF00856 1579-1685","KMT, RBM","Chromatin-modifying enzymes / K-methyltransferases, RNA binding motif (RRM) containing",Histone modification write,Histone methylation,COMPASS,histone,H3K4,H3K4me
9739,KMT2F,Writer,SET domain containing 1A,"N-SET PF11764 1418-1558, Pfam-B_24657 PB024657 752-1010, Pfam-B_24930 PB024930 331-410, Pfam-B_41492 PB041492 622-680, RRM_1 PF00076 99-166, SET PF00856 1579-1685","KMT, RBM","Chromatin-modifying enzymes / K-methyltransferases, RNA binding motif (RRM) containing",Histone modification write,Histone methylation,COMPASS,histone,H3K4,H3K4me
9739,SET1,Writer,SET domain containing 1A,"N-SET PF11764 1418-1558, Pfam-B_24657 PB024657 752-1010, Pfam-B_24930 PB024930 331-410, Pfam-B_41492 PB041492 622-680, RRM_1 PF00076 99-166, SET PF00856 1579-1685","KMT, RBM","Chromatin-modifying enzymes / K-methyltransferases, RNA binding motif (RRM) containing",Histone modification write,Histone methylation,COMPASS,histone,H3K4,H3K4me
9739,SET1A,Writer,SET domain containing 1A,"N-SET PF11764 1418-1558, Pfam-B_24657 PB024657 752-1010, Pfam-B_24930 PB024930 331-410, Pfam-B_41492 PB041492 622-680, RRM_1 PF00076 99-166, SET PF00856 1579-1685","KMT, RBM","Chromatin-modifying enzymes / K-methyltransferases, RNA binding motif (RRM) containing",Histone modification write,Histone methylation,COMPASS,histone,H3K4,H3K4me
23067,SETD1B,Writer,SET domain containing 1B,"N-SET PF11764 1629-1774, Pfam-B_1367 PB001367 1017-1148, Pfam-B_14013 PB014013 887-1015, RRM_1 PF00076 108-175, SET PF00856 1795-1901","KMT, RBM","Chromatin-modifying enzymes / K-methyltransferases, RNA binding motif (RRM) containing",Histone modification write,Histone methylation,COMPASS,histone,H3K4,H3K4me
23067,KMT2G,Writer,SET domain containing 1B,"N-SET PF11764 1629-1774, Pfam-B_1367 PB001367 1017-1148, Pfam-B_14013 PB014013 887-1015, RRM_1 PF00076 108-175, SET PF00856 1795-1901","KMT, RBM","Chromatin-modifying enzymes / K-methyltransferases, RNA binding motif (RRM) containing",Histone modification write,Histone methylation,COMPASS,histone,H3K4,H3K4me
23067,SET1B,Writer,SET domain containing 1B,"N-SET PF11764 1629-1774, Pfam-B_1367 PB001367 1017-1148, Pfam-B_14013 PB014013 887-1015, RRM_1 PF00076 108-175, SET PF00856 1795-1901","KMT, RBM","Chromatin-modifying enzymes / K-methyltransferases, RNA binding motif (RRM) containing",Histone modification write,Histone methylation,COMPASS,histone,H3K4,H3K4me
30827,CXXC1,Reader,CXXC finger protein 1,"PHD PF00628 28-76, zf-CXXC PF02008 160-208, zf-CpG_bind_C PF12269 400-636",PHF,"Zinc fingers, PHD-type","Chromatin remodeling, TF",#,COMPASS,DNA,"CG, DNA motif",#
8085,KMT2D,Writer,lysine (K)-specific methyltransferase 2D,"FYRC PF05965 5236-5323, FYRN PF05964 5180-5234, PHD PF00628 275-323 1379-1429 1429-1477, Pfam-B_26489 PB026489 5016-5050, Pfam-B_29065 PB029065 423-678, Pfam-B_2976 PB002976 1682-1717, Pfam-B_33020 PB033020 3681-3767, SET PF00856 5408-5513, zf-HC5HC2H PF13771 139-218 5059-5137","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4",histone,H3K4,H3K4me
8085,ALR,Writer,lysine (K)-specific methyltransferase 2D,"FYRC PF05965 5236-5323, FYRN PF05964 5180-5234, PHD PF00628 275-323 1379-1429 1429-1477, Pfam-B_26489 PB026489 5016-5050, Pfam-B_29065 PB029065 423-678, Pfam-B_2976 PB002976 1682-1717, Pfam-B_33020 PB033020 3681-3767, SET PF00856 5408-5513, zf-HC5HC2H PF13771 139-218 5059-5137","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4",histone,H3K4,H3K4me
8085,CAGL114,Writer,lysine (K)-specific methyltransferase 2D,"FYRC PF05965 5236-5323, FYRN PF05964 5180-5234, PHD PF00628 275-323 1379-1429 1429-1477, Pfam-B_26489 PB026489 5016-5050, Pfam-B_29065 PB029065 423-678, Pfam-B_2976 PB002976 1682-1717, Pfam-B_33020 PB033020 3681-3767, SET PF00856 5408-5513, zf-HC5HC2H PF13771 139-218 5059-5137","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4",histone,H3K4,H3K4me
8085,MLL2,Writer,lysine (K)-specific methyltransferase 2D,"FYRC PF05965 5236-5323, FYRN PF05964 5180-5234, PHD PF00628 275-323 1379-1429 1429-1477, Pfam-B_26489 PB026489 5016-5050, Pfam-B_29065 PB029065 423-678, Pfam-B_2976 PB002976 1682-1717, Pfam-B_33020 PB033020 3681-3767, SET PF00856 5408-5513, zf-HC5HC2H PF13771 139-218 5059-5137","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4",histone,H3K4,H3K4me
8085,MLL4,Writer,lysine (K)-specific methyltransferase 2D,"FYRC PF05965 5236-5323, FYRN PF05964 5180-5234, PHD PF00628 275-323 1379-1429 1429-1477, Pfam-B_26489 PB026489 5016-5050, Pfam-B_29065 PB029065 423-678, Pfam-B_2976 PB002976 1682-1717, Pfam-B_33020 PB033020 3681-3767, SET PF00856 5408-5513, zf-HC5HC2H PF13771 139-218 5059-5137","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4",histone,H3K4,H3K4me
8085,TNRC21,Writer,lysine (K)-specific methyltransferase 2D,"FYRC PF05965 5236-5323, FYRN PF05964 5180-5234, PHD PF00628 275-323 1379-1429 1429-1477, Pfam-B_26489 PB026489 5016-5050, Pfam-B_29065 PB029065 423-678, Pfam-B_2976 PB002976 1682-1717, Pfam-B_33020 PB033020 3681-3767, SET PF00856 5408-5513, zf-HC5HC2H PF13771 139-218 5059-5137","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4",histone,H3K4,H3K4me
6839,SUV39H1,Reader,suppressor of variegation 3-9 homolog 1 (Drosophila),"Chromo PF00385 43-92, Pre-SET PF05033 135-235, SET PF00856 255-366",KMT,Chromatin-modifying enzymes / K-methyltransferases,"Histone modification write, Histone modification write","Histone methylation, Histone phosphorylation",eNoSc,histone,"H3S10, H3K9me1, H4",H3K9me3
23411,SIRT1,Eraser,sirtuin 1,"Pfam-B_28511 PB028511 1-109, Pfam-B_5913 PB005913 111-189, Pfam-B_8042 PB008042 611-745, SIR2 PF02146 261-447",#,#,"Histone modification erase, Histone modification write cofactor","Histone acetylation, Histone methylation",eNoSc,histone,"H1K26ac, H3K9ac, H4K16ac","H1K26, H3K9, H4K16"
79960,JADE1,Reader,jade family PHD finger 1,"EPL1 PF10513 29-181, PHD_2 PF13831 217-251, zf-HC5HC2H_2 PF13832 256-368",PHF,"Zinc fingers, PHD-type",Histone modification write,Histone acetylation,HBO1,histone,"H3, H4","H3ac, H4ac"
9767,JADE3,Reader,jade family PHD finger 3,"EPL1 PF10513 30-178, PHD PF00628 202-249, zf-HC5HC2H_2 PF13832 253-365",PHF,"Zinc fingers, PHD-type",Histone modification write,Histone acetylation,HBO1,histone,"H3, H4","H3ac, H4ac"
23338,JADE2,Reader,jade family PHD finger 2,"EPL1 PF10513 39-177, PHD_2 PF13831 213-247, Pfam-B_23296 PB023296 631-669, zf-HC5HC2H_2 PF13832 252-364",PHF,"Zinc fingers, PHD-type",Histone modification write,Histone acetylation,HBO1,histone,"H3, H4","H3ac, H4ac"
51147,ING4,Reader,"inhibitor of growth family, member 4","ING PF12998 5-107, PHD PF00628 198-245",PHF,"Zinc fingers, PHD-type",Histone modification read,#,HBO1,histone,H3K4me3,#
11143,KAT7,Writer,K(lysine) acetyltransferase 7,"MOZ_SAS PF01853 390-577, zf-C2HC PF01530 182-212","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,HBO1,histone,H4,H4ac
11143,HBO1,Writer,K(lysine) acetyltransferase 7,"MOZ_SAS PF01853 390-577, zf-C2HC PF01530 182-212","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,HBO1,histone,H4,H4ac
11143,HBOA,Writer,K(lysine) acetyltransferase 7,"MOZ_SAS PF01853 390-577, zf-C2HC PF01530 182-212","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,HBO1,histone,H4,H4ac
84289,ING5,Reader,"inhibitor of growth family, member 5","ING PF12998 5-107, PHD PF00628 188-235",PHF,"Zinc fingers, PHD-type",Histone modification read,#,"HBO1, MOZ/MORF",histone,"H3K4me3, H3K4me2",#
26013,L3MBTL1,Reader,l(3)mbt-like 1 (Drosophila),"MBT PF02820 242-314 349-421 453-525, SAM_1 PF00536 681-745, zf-C2HC PF01530 551-581","ZC2HC, SAMD","Zinc fingers, C2HC-type containing, Sterile alpha motif (SAM) domain containing",Histone modification read,#,L3MBTL1,histone,"H1BK26, H4K20",#
9757,KMT2B,Writer,lysine (K)-specific methyltransferase 2B,"FYRC PF05965 2411-2494, FYRN PF05964 1732-1782, PHD PF00628 1251-1303 1337-1396, Pfam-B_25060 PB025060 1783-1849, Pfam-B_25524 PB025524 1168-1202, Pfam-B_26440 PB026440 701-839, Pfam-B_27348 PB027348 2191-2289, Pfam-B_3353 PB003353 1981-2079, Pfam-B_6332 PB006332 1401-1479, Pfam-B_85509 PB085509 345-387, SET PF00856 2586-2691, zf-CXXC PF02008 958-1005, zf-HC5HC2H PF13771 1608-1686",KMT,Chromatin-modifying enzymes / K-methyltransferases,Histone modification write,Histone methylation,"Menin-associated_HMT, MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me3
9757,CXXC10,Writer,lysine (K)-specific methyltransferase 2B,"FYRC PF05965 2411-2494, FYRN PF05964 1732-1782, PHD PF00628 1251-1303 1337-1396, Pfam-B_25060 PB025060 1783-1849, Pfam-B_25524 PB025524 1168-1202, Pfam-B_26440 PB026440 701-839, Pfam-B_27348 PB027348 2191-2289, Pfam-B_3353 PB003353 1981-2079, Pfam-B_6332 PB006332 1401-1479, Pfam-B_85509 PB085509 345-387, SET PF00856 2586-2691, zf-CXXC PF02008 958-1005, zf-HC5HC2H PF13771 1608-1686",KMT,Chromatin-modifying enzymes / K-methyltransferases,Histone modification write,Histone methylation,"Menin-associated_HMT, MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me3
9757,HRX2,Writer,lysine (K)-specific methyltransferase 2B,"FYRC PF05965 2411-2494, FYRN PF05964 1732-1782, PHD PF00628 1251-1303 1337-1396, Pfam-B_25060 PB025060 1783-1849, Pfam-B_25524 PB025524 1168-1202, Pfam-B_26440 PB026440 701-839, Pfam-B_27348 PB027348 2191-2289, Pfam-B_3353 PB003353 1981-2079, Pfam-B_6332 PB006332 1401-1479, Pfam-B_85509 PB085509 345-387, SET PF00856 2586-2691, zf-CXXC PF02008 958-1005, zf-HC5HC2H PF13771 1608-1686",KMT,Chromatin-modifying enzymes / K-methyltransferases,Histone modification write,Histone methylation,"Menin-associated_HMT, MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me3
9757,KIAA0304,Writer,lysine (K)-specific methyltransferase 2B,"FYRC PF05965 2411-2494, FYRN PF05964 1732-1782, PHD PF00628 1251-1303 1337-1396, Pfam-B_25060 PB025060 1783-1849, Pfam-B_25524 PB025524 1168-1202, Pfam-B_26440 PB026440 701-839, Pfam-B_27348 PB027348 2191-2289, Pfam-B_3353 PB003353 1981-2079, Pfam-B_6332 PB006332 1401-1479, Pfam-B_85509 PB085509 345-387, SET PF00856 2586-2691, zf-CXXC PF02008 958-1005, zf-HC5HC2H PF13771 1608-1686",KMT,Chromatin-modifying enzymes / K-methyltransferases,Histone modification write,Histone methylation,"Menin-associated_HMT, MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me3
9757,MLL1B,Writer,lysine (K)-specific methyltransferase 2B,"FYRC PF05965 2411-2494, FYRN PF05964 1732-1782, PHD PF00628 1251-1303 1337-1396, Pfam-B_25060 PB025060 1783-1849, Pfam-B_25524 PB025524 1168-1202, Pfam-B_26440 PB026440 701-839, Pfam-B_27348 PB027348 2191-2289, Pfam-B_3353 PB003353 1981-2079, Pfam-B_6332 PB006332 1401-1479, Pfam-B_85509 PB085509 345-387, SET PF00856 2586-2691, zf-CXXC PF02008 958-1005, zf-HC5HC2H PF13771 1608-1686",KMT,Chromatin-modifying enzymes / K-methyltransferases,Histone modification write,Histone methylation,"Menin-associated_HMT, MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me3
